PROCESS	PATTERN	QUERY	SENTENCE
adaptation	<process name> is caused by *	adaptation is caused by *	Following the old idea that bone adaptation is caused by maximal functional loading, we provide an answer to the problem of the origin of mechanical constraint...
adaptation	<process name> is caused by *	adaptation is caused by *	Feb 27, 2015 ...
adaptation	<process name> is caused by *	adaptation is caused by *	chromatic adaptation is caused by introducing a 3-D repre- sentation of the stimuli.
adaptation	<process name> is caused by *	adaptation is caused by *	May 29, 2013 ...
adaptation	<process name> is caused by *	adaptation is caused by *	The recovery rate suggests that cortical adaptation is caused by synaptic depression and slow afterhyperpolarization.
adaptation	<process name> is caused by *	adaptation is caused by *	The P2 was more...
adaptation	<process name> is caused by *	adaptation is caused by *	Evolution is a process of gradual change, which makes animals more suited to survive in their surroundings.
adaptation	<process name> is caused by *	adaptation is caused by *	Citation: van der Kooij K,...
adaptation	<process name> is caused by *	adaptation is caused by *	Altogether, these results fit together nicely to show that the slow form of light adaptation is caused by desensitization of phototransduction in rods.
adaptation	<process name> is caused by *	adaptation is caused by *	the adaptation is caused by low temperatures.
adaptation	<process name> is caused by *	adaptation is caused by *	In particular, we demonstrated that the Schrenck.
adaptation	<process name> is caused by *	adaptation is caused by *	Adaptation is caused by viewing a high contrast bar pattern and evidence of reduced sensitivity is provided by viewing a second bar pattern containing larger...
adaptation	<process name> is caused by *	adaptation is caused by *	As they change...
adaptation	<process name> is caused by *	adaptation is caused by *	VOR adaptation is caused by the induction of LTD in syn- apses of H-zone Purkinje cells by the conjunction of rotation- induced bilateral mossy-fiber inputs and...
adaptation	<process name> is caused by *	adaptation is caused by *	Following adaptive elasticity theory, many other theories have...
adaptation	<process name> is caused by *	adaptation is caused by *	response adaptation is caused by the activity fatigue of the neuron because the prolonged stimulation may evoke sustained firing and the fatigued neurons...
adaptation	<process name> is caused by *	adaptation is caused by *	Aug 15, 2013 ...
adaptation	<process name> is caused by *	adaptation is caused by *	We investigated how these...
adaptation	<process name> is caused by *	adaptation is caused by *	Under the simplest assumption that adaptation is caused by depletion of releasable neurotransmitter, the rate of recovery from adaptation,...
adaptation	<process name> is caused by *	adaptation is caused by *	This is different from indirect adaptation, where the...
adaptation	<process name> is caused by *	adaptation is caused by *	Oct 9, 2013 ... ... feature of many cortical neurons is spike frequency adaptation, which is caused by slow transmembrane currents.
adaptation	<process name> is caused by *	adaptation is caused by *	According to this model, adaptation is caused by chemical reactions and is controlled by strain [8].
adaptation	<process name> is caused by *	adaptation is caused by *	Sep 29, 2011 ...
adaptation	<process name> is caused by *	adaptation is caused by *	In conclusion, mouse adaptation is caused by selection of host-dependent as well as host-independent mutations that result in heightened exploitation of the...
adaptation	<process name> is caused by *	adaptation is caused by *	The so-called direct adaptation is caused by light which strikes those parts of the retina that are tested.
adaptation	<process name> is caused by *	adaptation is caused by *	The partial or total adaptation is caused by contacts and interactions between different cultures through migration and trade relations.
adaptation	<process name> is caused by *	adaptation is caused by *	If local adaptation is caused by genetic accommodation of a physiological life-history shift originally only expressed by plasticity, this will leave...
adaptation	<process name> is caused by *	adaptation is caused by *	(See also assimilation)...
adaptation	<process name> is caused by *	adaptation is caused by *	They found small changes in retinal localization, which suggests that most of saccade adaptation is caused by recalibration of sensory-motor-transform signals.
adaptation	<process name> is caused by *	adaptation is caused by *	e.g.
adaptation	<process name> is caused by *	adaptation is caused by *	Zhongkang Lu, Weisi Lin, X. K. Yang, E. P. Ong and S. S. Yao.
adaptation	<process name> is caused by *	adaptation is caused by *	Such an adaptation is caused by the loose fitting appliance.loose fitting appliance.
adaptation	<process name> is caused by *	adaptation is caused by *	methabenzthiazuron [13, 15, 16], simazin.
adaptation	<process name> is caused by *	adaptation is caused by *	One particular condition is when we are confident in the input since it is in scope while abnormal adaptation is caused by some other factors and instant dis-.
